Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
63	56	0	0.849972017	101324.771	101324.84	101324.755	101325.24	0.484330822	0	0	0	0	0	3
64	57	0	0.863463636	101324.765	101324.827	101324.755	101325.148	0.392491922	0	0	0	0	0	3
65	58	0	0.876955255	101324.761	101324.817	101324.755	101325.067	0.311343162	0	0	0	0	0	3
66	59	0	0.890446875	101324.756	101324.809	101324.755	101325.004	0.248236074	0	0	0	0	0	3
67	60	0	0.903938494	101324.751	101324.802	101324.751	101324.956	0.205383001	0	0	0	0	0	3
68	61	0	0.917430113	101324.746	101324.797	101324.746	101324.916	0.169889564	0	0	0	0	0	3
69	61	0	0.930921733	101324.742	101324.792	101324.742	101324.886	0.143876482	0	0	0	0	0	3
70	62	0	0.944413352	101324.74	101324.788	101324.74	101324.865	0.125737606	0	0	0	0	0	3
71	63	0	0.957904971	101324.737	101324.785	101324.737	101324.857	0.120168694	0	0	0	0	0	3
72	64	0	0.971396591	101324.737	101324.782	101324.737	101324.853	0.116252814	0	0	0	0	0	3
73	65	0	0.98488821	101324.734	101324.779	101324.734	101324.852	0.118153993	0	0	0	0	0	3
74	66	0	0.998379829	101324.731	101324.776	101324.731	101324.845	0.11336152	0	0	0	0	0	3
75	67	0	1.01187145	101324.728	101324.773	101324.728	101324.836	0.107912717	0.0307409092	0	0	0	0	3
