Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
78	77	0	1.65012951	1221.61371	1195.78713	1184.44572	1221.92951	10.2809596	75.8856161	0	0	0	0	3
79	78	0	1.67128502	1230.48288	1197.6762	1184.44572	1230.48288	12.1700274	75.8856161	0	0	0	0	3
80	79	0	1.69244053	1230.21745	1199.58336	1187.34745	1230.48288	14.0771826	75.8856161	0	0	0	0	3
81	80	0	1.71359603	1226.26316	1201.19471	1187.34745	1230.48288	15.6885342	75.8856161	0	0	0	0	3
82	80	0	1.73475154	1214.94728	1202.3447	1188.93607	1230.48288	16.8372831	75.8856161	0	0	0	0	3
83	81	0	1.75590705	1212.78785	1203.25838	1188.93607	1230.48288	17.6727075	75.8856161	0	0	0	0	3
84	82	0	1.77706255	1202.10981	1203.80729	1189.03856	1230.48288	18.1309557	75.8856161	0	0	0	0	3
85	83	0	1.79821806	1195.1458	1204.06127	1189.03856	1230.48288	18.2682866	75.8856161	0	0	0	0	3
86	84	0	1.81937357	1195.26979	1204.3209	1189.76397	1230.48288	18.3655938	75.8856161	0	0	0	0	3
87	85	0	1.84052907	1189.65447	1204.31634	1189.65447	1230.48288	18.1724752	75.8856161	0	0	0	0	3
88	86	0	1.86168458	1185.87602	1204.07189	1185.87602	1230.48288	17.8402729	75.8856161	0	0	0	0	3
89	86	0	1.88284009	1188.16134	1203.91547	1185.87602	1230.48288	17.5940967	75.8856161	0	0	0	0	3
