Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
63	64	0	1.33279692	103088.677	103090.403	103007.175	103118.369	111.193874	871.4181	0	100	0	0	3
64	65	0	1.35395242	103084.259	103093.614	103023.118	103118.369	95.2502843	871.4181	0	100	0	0	3
65	65	0	1.37510793	103081.827	103096.061	103037.597	103118.369	80.7711162	871.4181	0	100	0	0	3
66	66	0	1.39626344	103077.623	103097.728	103057.767	103118.369	60.601852	871.4181	0	100	0	0	3
67	67	0	1.41741894	103077.995	103098.571	103067.572	103118.369	50.796143	871.4181	0	100	0	0	3
68	68	0	1.43857445	103071.511	103098.735	103071.511	103118.369	46.8572362	871.4181	0	100	0	0	3
69	69	0	1.45972996	103069.073	103098.249	103069.073	103118.369	49.2959935	871.4181	0	100	0	0	3
70	70	0	1.48088546	103065.75	103097.445	103065.75	103118.369	52.6184769	871.4181	0	100	0	0	3
71	71	0	1.50204097	103066.783	103096.289	103065.75	103118.369	52.6184769	871.4181	0	100	0	0	3
72	72	0	1.52319648	103065.243	103094.92	103065.243	103118.369	53.1258818	871.4181	0	100	0	0	3
73	72	0	1.54435198	103066.536	103093.16	103065.243	103118.369	53.1258818	871.4181	0	100	0	0	3
74	73	0	1.56550749	103070.216	103091.513	103065.243	103118.369	53.1258818	871.4181	0	100	0	0	3
75	74	0	1.58666299	103073.286	103089.799	103065.243	103118.369	53.1258818	871.4181	0	100	0	0	3
76	75	0	1.6078185	103079.893	103088.322	103065.243	103118.369	53.1258818	871.4181	0	100	0	0	3
77	76	0	1.62897401	103085.647	103086.959	103065.243	103116.366	51.1231154	871.4181	0	100	0	0	3
78	77	0	1.65012951	103092.459	103086.027	103065.243	103116.366	51.1231154	871.4181	0	100	0	0	3
79	78	0	1.67128502	103101.919	103085.425	103065.243	103111.974	45.6474841	871.4181	0	100	0	0	3
80	79	0	1.69244053	103107.619	103085.244	103065.243	103111.357	39.4161397	871.4181	0	100	0	0	3
81	80	0	1.71359603	103118.555	103085.544	103065.243	103118.555	33.0483488	871.4181	0	100	0	0	3
82	80	0	1.73475154	103121.652	103086.124	103065.243	103121.652	26.9329157	871.4181	0	100	0	0	3
83	81	0	1.75590705	103125.007	103086.833	103065.243	103125.007	21.3953204	871.4181	0	100	0	0	3
84	82	0	1.77706255	103123.553	103087.742	103065.243	103125.007	16.4386923	871.4181	0	100	0	0	3
85	83	0	1.79821806	103124.03	103088.774	103065.243	103125.007	13.4915251	871.4181	0	100	0	0	3
86	84	0	1.81937357	103125.849	103090.207	103065.243	103125.849	13.4915251	871.4181	0	100	0	0	3
87	85	0	1.84052907	103127.053	103091.806	103065.243	103127.053	13.4915251	871.4181	0	100	0	0	3
88	86	0	1.86168458	103124.037	103093.463	103065.243	103127.053	13.4915251	871.4181	0	100	0	0	3
89	86	0	1.88284009	103125.975	103095.303	103065.243	103127.053	13.4915251	871.4181	0	100	0	0	3
