Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
63	64	0	1.33279692	0.8	0.8	0.8	0.8	2.22044605e-16	8e-09	0	0	0	0	3
64	65	0	1.35395242	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
65	65	0	1.37510793	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
66	66	0	1.39626344	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
67	67	0	1.41741894	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
68	68	0	1.43857445	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
69	69	0	1.45972996	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
70	70	0	1.48088546	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
71	71	0	1.50204097	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
72	72	0	1.52319648	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
73	72	0	1.54435198	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
74	73	0	1.56550749	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
75	74	0	1.58666299	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
76	75	0	1.6078185	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
77	76	0	1.62897401	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
78	77	0	1.65012951	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
79	78	0	1.67128502	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
80	79	0	1.69244053	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
81	80	0	1.71359603	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
82	80	0	1.73475154	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
83	81	0	1.75590705	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
84	82	0	1.77706255	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
85	83	0	1.79821806	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
86	84	0	1.81937357	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
87	85	0	1.84052907	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
88	86	0	1.86168458	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
89	86	0	1.88284009	0.8	0.8	0.8	0.8	4.4408921e-16	8e-09	0	0	0	0	3
