Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
62	63	0	1.31164141	529.116044	517.744581	505.932342	529.116044	23.1837015	14.0536531	0	0	0	0	3
63	64	0	1.33279692	529.873594	518.742133	506.830746	529.873594	22.2374308	14.0536531	0	0	0	0	3
64	65	0	1.35395242	530.478147	519.727442	507.961621	530.478147	21.6308197	14.0536531	0	0	0	0	3
65	65	0	1.37510793	531.064874	520.690077	508.917973	531.064874	21.4226723	14.0536531	0	0	0	0	3
66	66	0	1.39626344	531.652995	521.63737	509.725582	531.652995	21.4400273	14.0536531	0	0	0	0	3
67	67	0	1.41741894	532.224998	522.574846	510.632482	532.224998	21.5556282	14.0536531	0	0	0	0	3
68	68	0	1.43857445	532.767605	523.497142	511.729975	532.767605	21.0376298	14.0536531	0	0	0	0	3
69	69	0	1.45972996	533.203955	524.391891	512.713326	533.203955	20.4906295	14.0536531	0	0	0	0	3
70	70	0	1.48088546	533.786352	525.269934	513.687138	533.786352	20.0992136	14.0536531	0	0	0	0	3
71	71	0	1.50204097	534.177367	526.123694	514.738652	534.177367	19.438715	14.0536531	0	0	0	0	3
72	72	0	1.52319648	534.432298	526.944262	515.870508	534.432298	18.5617897	14.0536531	0	0	0	0	3
73	72	0	1.54435198	534.564124	527.723163	516.871569	534.564124	17.6925544	14.0536531	0	0	0	0	3
74	73	0	1.56550749	534.701524	528.466078	518.141867	534.701524	16.5596562	14.0536531	0	0	0	0	3
75	74	0	1.58666299	533.850779	529.120616	519.438443	534.701524	15.2630805	14.0536531	0	0	0	0	3
76	75	0	1.6078185	532.526419	529.665948	520.622747	534.701524	14.0787765	14.0536531	0	0	0	0	3
77	76	0	1.62897401	530.976925	530.097372	521.997689	534.701524	12.7038344	14.0536531	0	0	0	0	3
78	77	0	1.65012951	529.49974	530.409958	523.06717	534.701524	11.6343541	14.0536531	0	0	0	0	3
79	78	0	1.67128502	527.420332	530.591339	524.198685	534.701524	10.5028391	14.0536531	0	0	0	0	3
80	79	0	1.69244053	525.40058	530.641418	525.1078	534.701524	9.59372408	14.0536531	0	0	0	0	3
81	80	0	1.71359603	523.618037	530.579345	523.618037	534.701524	11.0834866	14.0536531	0	0	0	0	3
82	80	0	1.73475154	522.591598	530.435705	522.591598	534.701524	12.1099261	14.0536531	0	0	0	0	3
83	81	0	1.75590705	521.722727	530.22832	521.722727	534.701524	12.9787968	14.0536531	0	0	0	0	3
84	82	0	1.77706255	521.566934	529.98058	521.566934	534.701524	13.1345895	14.0536531	0	0	0	0	3
85	83	0	1.79821806	521.903686	529.713401	521.566934	534.701524	12.8968371	14.0536531	0	0	0	0	3
86	84	0	1.81937357	522.251697	529.427387	521.566934	534.701524	11.8992849	14.0536531	0	0	0	0	3
87	85	0	1.84052907	522.923395	529.137795	521.566934	534.701524	10.9139766	14.0536531	0	0	0	0	3
88	86	0	1.86168458	523.939281	528.865342	521.566934	534.701524	9.95134104	14.0536531	0	0	0	0	3
89	86	0	1.88284009	524.813631	528.604874	521.566934	534.701524	9.00404846	14.0536531	0	0	0	0	3
